project,codebase_commit,file_path,line,rule_id,verdict,adjudicator,reason,source,adjudicated_at,provenance,confidence
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,102,FIO40-C,TP,claude,"input_string is used in the do_ascii/do_hex paths after fgets() failure (lines 102-105 only perror, no reset) -> indeterminate read",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,110,EXP33-C,TP,claude,input_string may be read uninitialized after fgets() failure (same defect as FIO40-C),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,111,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,120,ARR30-C,FP,claude,"NUL/sentinel-terminated string scan; the loop terminates, no buffer overflow",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,122,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,122,INT14-C,FP,claude,"'crc' is unsigned (uint16_t/uint64_t), not signed; the shift is part of the CRC algorithm",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,122,INT36-C,FP,claude,'(uintNN_t) *ptr' dereferences ptr to a byte then widens; it is not a pointer-to-integer conversion (sqc confuses *ptr with ptr),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,123,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,123,INT32-C,FP,claude,counter bounded far below INT_MAX (test-failure count / argv index / byte value 0-255); no feasible overflow,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,123,INT36-C,FP,claude,'(uintNN_t) *ptr' dereferences ptr to a byte then widens; it is not a pointer-to-integer conversion (sqc confuses *ptr with ptr),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,124,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,124,INT32-C,FP,claude,counter bounded far below INT_MAX (test-failure count / argv index / byte value 0-255); no feasible overflow,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,124,INT36-C,FP,claude,'(uintNN_t) *ptr' dereferences ptr to a byte then widens; it is not a pointer-to-integer conversion (sqc confuses *ptr with ptr),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,129,MSC09-C,FP,claude,"\x80 is a binary sentinel byte used to mark end-of-input in a hex-decode routine, not portable human text.",delta_lt1_task548,2026-08-25T09:50:52.751646,delta_lt1_task548,high
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,130,MSC09-C,FP,claude,"\x80 is a binary sentinel byte used to mark end-of-input in a hex-decode routine, not portable human text.",delta_lt1_task548,2026-08-25T09:50:52.751646,delta_lt1_task548,high
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,145,INT17-C,FP,claude,0xffffffffL fits both 32- and 64-bit long and is masked into a uint32_t; no portability defect,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,154,ARR30-C,FP,claude,"NUL/sentinel-terminated string scan; the loop terminates, no buffer overflow",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,176,MSC09-C,FP,claude,"\x80 is a binary sentinel byte used to mark end-of-input in a hex-decode routine, not portable human text.",delta_lt1_task548,2026-08-25T09:50:52.751646,delta_lt1_task548,high
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,178,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,178,INT36-C,FP,claude,'(uintNN_t) *ptr' dereferences ptr to a byte then widens; it is not a pointer-to-integer conversion (sqc confuses *ptr with ptr),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,179,INT36-C,FP,claude,'(uintNN_t) *ptr' dereferences ptr to a byte then widens; it is not a pointer-to-integer conversion (sqc confuses *ptr with ptr),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,205,ERR00-C,FP,claude,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,205,FIO02-C,FP,claude,demo CLI: the argv path is the intended user interface; no privilege boundary to canonicalize across,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,208,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,210,ERR00-C,FP,claude,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,210,ERR33-C,FP,claude,fgetc result is checked against EOF; an fclose failure on a read-only stream is inconsequential,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,210,FIO34-C,FP,claude,'ch' is int; '(ch=fgetc())!=EOF' is the correct EOF-detection idiom,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,212,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,213,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,214,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,215,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,216,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,217,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,218,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,219,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,220,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,222,INT31-C,FP,claude,"value is bounded: ch in [0,255] after the !=EOF guard (fgetc contract) so '(unsigned char)ch' is lossless; nibble<<4 fits unsigned char",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,225,ERR00-C,FP,claude,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,225,ERR33-C,TP,claude-opus-5,"Bare 'fclose( fp );' in main() (stream opened with mode ""rb""): the int result is neither tested, assigned nor cast to (void). ERR33-C-EX1 lists the functions whose return may be ignored and fclose is not among them, so this is a violation as written. SUPERSEDES libcrc_full_audit_0.4.24's FP ('fgetc result is checked against EOF; an fclose failure on a read-only stream is inconsequential'): the stream's mode does not matter -- fclose() on a read stream can still fail (EBADF, EINTR, EIO on the final release) and ERR33-C-EX1 grants no read-only exemption; 'the project does not care' is what suppression/config is for (ADR-0001/0005), not an FP label.",task-1281-err33c-fclose-gavel-review,2026-09-18T14:34:19Z,gavel review (bmdb 1281) against the ERR33-C bar set in task-1271-err33c-fclose-delta; correction of libcrc_full_audit_0.4.24 FP -> TP; still fires at run 261 (96c59c64),high
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,225,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,228,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,231,INT17-C,FP,claude,0xffffffffL fits both 32- and 64-bit long and is masked into a uint32_t; no portability defect,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,233,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,234,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,235,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,235,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,239,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,243,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,246,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,246,FIO47-C,FP,claude,"<inttypes.h> PRIxNN/PRIuNN macros in the concatenated format literal are not expanded by sqc's format parser; '%""' is a macro-built specifier boundary, not an invalid one",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,246,PRE32-C,FP,claude,"PRIxNN are object-like macros from <inttypes.h>; PRE32-C targets #if/#include directives passed as macro arguments, not standard format-string macros",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,268,INT32-C,FP,claude,counter bounded far below INT_MAX (test-failure count / argv index / byte value 0-255); no feasible overflow,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,examples/tstcrc.c,272,FIO23-C,FP,claude,stdout is flushed at normal program exit; no data loss,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc32_table.c,52,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc32_table.c,58,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc32_table.c,58,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,55,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,58,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,58,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,58,INT30-C,FP,claude,unsigned-shift wrap is well-defined and intended in the CRC algorithm; result is masked,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,62,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,62,DCL16-C,FP,claude,lowercase suffix follows hex digits/'u' (e.g. 0x..ull); negligible 'l'/'1' confusion risk,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,62,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,62,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,62,INT30-C,FP,claude,unsigned-shift wrap is well-defined and intended in the CRC algorithm; result is masked,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,63,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,63,INT30-C,FP,claude,unsigned-shift wrap is well-defined and intended in the CRC algorithm; result is masked,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,65,EXP14-C,FP,claude,implicit promotion is benign and intended in the CRC bit math; values fit int and are masked back,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/crc64_table.c,65,INT30-C,FP,claude,unsigned-shift wrap is well-defined and intended in the CRC algorithm; result is masked,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,50,INT01-C,FP,claude,"'filename' is a path string, not a size/count; size_t is inapplicable",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,56,DCL06-C,FP,claude,256/0xFF/0x0001 are intrinsic CRC constants; a symbolic name adds no safety,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,69,API00-C,FP,claude,input_str validated indirectly: 'ptr = input_str; if (ptr != NULL)' guards every deref (argv guarded by the argc check); sqc misses the alias,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,69,STR31-C,FP,claude,argc is validated before argv use (argc<2 / argc!=3 -> exit),libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,75,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,76,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,96,INT01-C,FP,claude,"'filename' is a path string, not a size/count; size_t is inapplicable",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,106,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,110,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,110,EXP20-C,FP,claude,"'if(!strcmp(...))' is a standard, well-understood idiom",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,111,EXP19-C,FP,claude,"missing braces around a single-statement body; cosmetic, no defect",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,111,EXP20-C,FP,claude,"'if(!strcmp(...))' is a standard, well-understood idiom",libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,114,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,131,ERR00-C,FP,claude,fopen/fgetc return IS checked (if(fp..) / !=EOF); fclose on a read stream is benign,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,135,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,139,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,140,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,141,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,142,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,143,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,144,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,145,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,146,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,147,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,148,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,150,EXP12-C,FP,claude,ignoring the printf/fprintf/snprintf return value is idiomatic here; no error-handling consequence,libcrc_full_audit_0.4.24,2026-06-11,,
libcrc,7719e2112a9a960b1bba130d02bebdf58e8701f1,precalc/precalc.c,150,EXP34-C,FP,claude,"type is restricted to TYPE_CRC32 or TYPE_CRC64 by the earlier if/else-if/else-return block (any other typename returns 3 before reaching here), and the switch(type) exhaustively sets tabname for both remaining cases, so tabname is always non-NULL at the fprintf",delta_exp34_task539,2026-08-25T08:36:46.115695,delta_exp34_task539,high
