project,codebase_commit,file_path,line,rule_id,verdict,adjudicator,reason,source,adjudicated_at,provenance,confidence
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,220,EXP34-C,FP,claude-sonnet-5,"lineptr = curlx_dyn_ptr(&buf) after Curl_get_line() returned CURLE_OK; Curl_get_line() only returns CURLE_OK once it has appended at least a trailing newline byte to buf (curl_get_line.c lines 56-61), so buf->bufr is always allocated and non-NULL on this path. dyn_ptr cannot return NULL when altsvc_add is reached.",task1107_delta_exp34_curl_b1,2026-09-10T13:28:02.803488Z,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,233,DCL13-C,FP,claude,altsvc_out reads as->* only but matches no const convention; curl idiom non-const.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,med
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,241,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round89,2026-09-08T01:42:38.623071,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,245,DCL06-C,TP,,"Confirmed magic number per DCL06-C: literal is a genuine, unnamed value used directly in a comparison/function-argument/array-size context with no symbolic constant at this use site. Checked for the two existing FP mechanisms (task 1122 IDT-table sibling-identifier echo, and version-macro comparison) -- neither applies: no adjacent identifier encodes this literal's hex/name, and it is not compared against a *_VERSION-style macro. Verified no sizeof() exemption was missed for array-size findings. A well-known/spec-derived origin (protocol status code, crypto round constant, IPv6/ASN.1 field width, calendar arithmetic, bit mask/shift idiom, documented platform/library limit) does not itself exempt it under the rule's current narrow, structurally-gated exemptions -- consistent with prior advisory-rule adjudication precedent (e.g. DCL13-C) of counting a correctly -identified low-severity style hit as TP rather than inventing a new broad exemption category without a demonstrated structural pattern.",delta-adjudication-task757-r720-weekend,2026-09-11T19:21:45.577038,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,246,EXP20-C,FP,claude,inet_pton documented to return exactly 1 on success; ==1 is correct.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,250,EXP20-C,FP,claude,inet_pton returns 1 on success; ==1 correct test.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,256,EXP30-C,FP,claude,printf-arg Curl_alpnid2str calls are pure; no unsequenced writes.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,270,DCL06-C,TP,,"Confirmed magic number per DCL06-C: literal is a genuine, unnamed value used directly in a comparison/function-argument/array-size context with no symbolic constant at this use site. Checked for the two existing FP mechanisms (task 1122 IDT-table sibling-identifier echo, and version-macro comparison) -- neither applies: no adjacent identifier encodes this literal's hex/name, and it is not compared against a *_VERSION-style macro. Verified no sizeof() exemption was missed for array-size findings. A well-known/spec-derived origin (protocol status code, crypto round constant, IPv6/ASN.1 field width, calendar arithmetic, bit mask/shift idiom, documented platform/library limit) does not itself exempt it under the rule's current narrow, structurally-gated exemptions -- consistent with prior advisory-rule adjudication precedent (e.g. DCL13-C) of counting a correctly -identified low-severity style hit as TP rather than inventing a new broad exemption category without a demonstrated structural pattern.",delta-adjudication-task757-r720-weekend,2026-09-11T19:21:45.577038,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,270,EXP33-C,FP,claude,stamp filled by curlx_gmtime on success path before use; early-return on error.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,285,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round46,2026-09-08T00:35:24.285045,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,304,API00-C,FP,claude,file passed through to altsvc_load which strdup-copies; wrapper. FP.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,313,API00-C,TP,task-644-audit,DEBUGASSERT(data) present; thin ctrl. FP.,task-644-full-reaudit,2026-08-30T18:38:52.403573,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,316,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round96,2026-09-08T01:54:06.147237,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,321,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round63,2026-09-08T01:05:45.066520,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,332,API00-C,FP,claude-r720,"Curl_altsvc_cleanup(struct altsvcinfo **asi): dereferences *asi with no check that asi itself is non-NULL, but all 3 call sites (url.c, easy.c, unit1654.c) pass &data->asi / &outcurl->asi / &asi (address-of a struct field or local), which can never be NULL.",task1118_delta_r720_20260915,2026-09-15T11:23:46.295128,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,339,INT02-C,FP,,"checker's '*' match is pointer declarator/dereference/cast/char-literal-comparison, not multiplication; no unsigned-short multiplication occurs at this line at all",legacy-unknown-source,2026-09-06T20:18:13.951550,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,352,API00-C,FP,claude,"data only used in Curl_fopen; DEBUGASSERT not needed, asi guarded. FP.",curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,355,MSC13-C,TP,claude,"result is unconditionally reassigned at line 371 (result = Curl_fopen(...)) before the final read at line 393, and the earlier early-returns at lines 361/369 return the literal CURLE_OK rather than the variable, so the initializer is dead.",msc13_delta_adjudication_0.4.207,2026-08-15T09:38:09.137265,msc13_delta_adjudication_0.4.207,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,359,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round83,2026-09-08T01:36:00.463920,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,364,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round87,2026-09-08T01:40:37.506072,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,367,EXP19-C,TP,claude-sonnet-5,Genuine unbraced single-statement body confirmed by direct source read,delta-adjudication-task757-round103,2026-09-08T02:07:32.287715,individual-source-verification,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,371,FIO42-C,FP,claude,Curl_fopen not open(); out closed at 385. Duplicate misfire.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,375,PRE32-C,FP,claude,"String literal contains '#' as text, not a preprocessor directive.",curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,377,EXP34-C,FP,claude,out non-NULL inside if(!result) guard after Curl_fopen succeeded.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,382,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round64,2026-09-08T01:06:35.989943,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,386,EXP19-C,TP,claude-sonnet-5,Genuine unbraced single-statement body confirmed by direct source read,delta-adjudication-task757-round102,2026-09-08T02:05:56.624649,individual-source-verification,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,389,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round36,2026-09-08T00:06:17.497725,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,401,EXP34-C,FP,claude-sonnet-5,"strlen(host) inside hostcompare(); the caller chain (Curl_altsvc_parse/altsvc_flush/Curl_altsvc_lookup) documents srchost as non-NULL via DEBUGASSERT(srchost), and the only other observed caller path sets host = conn->host.rawalloc, which is always populated by URL parsing before a connection reaches alt-svc lookup. No feasible path was found where host is actually NULL; consistent with curl's EXP34-C historical ~0% precision profile.",task773_delta_exp34_curl_sel4,2026-09-10T12:38:12.058426Z,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,401,STR34-C,FP,claude,strlen(host) takes char*; no char-to-int sign-extension at this call.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,402,STR34-C,FP,claude,strlen(check); no signed-char widening here.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,404,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round42,2026-09-08T00:24:20.696546,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,406,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round80,2026-09-08T01:32:34.567405,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,434,DCL13-C,FP,claude,unused is a callback-signature param (void*) cast to void; const irrelevant.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,436,CON34-C,FP,claude,"getenv static-storage; single-threaded debug helper, value used immediately. FP.",curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,med
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,436,ERR33-C,FP,claude,[adv] getenv result used in if(timestr) guard immediately; technically checked. Borderline; debug-only.,curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,adversarial-flip
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,440,ENV30-C,FP,claude,"curlx_str_number advances a local pointer copy, does not modify env string contents.",curl_full_audit_0.4.35,2026-06-16T15:18:56.926079,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,460,API00-C,TP,task-644-audit,DEBUGASSERT(asi) at 471; internal caller always passes valid asi. FP.,task-644-full-reaudit,2026-08-30T18:38:52.403573,curl_full_audit_0.4.35,high
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,467,INT16-C,FP,claude-sonnet-5,"srcport is declared unsigned short in the function signature (line 463); it is never signed, so no conversion occurs.",task-770-int16c-cluster1,2026-09-10T18:27:10.477320,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,467,MSC13-C,TP,claude,"Within the quoted-destination branch the port is parsed unconditionally at line 523 and dstport is reassigned at line 528 before its only reads at lines 582/595 in that same iteration, so the srcport default is never actually read.",msc13_delta_adjudication_0.4.207,2026-08-15T09:38:09.137265,msc13_delta_adjudication_0.4.207,medium
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,486,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round17,2026-09-07T22:41:15.954387,,
curl,3e198f75861cc2e12daf299689e145949dddd19b,lib/altsvc.c,492,EXP19-C,FP,claude-sonnet-5,,delta-adjudication-task757-round89,2026-09-08T01:42:38.623071,,
