project,codebase_commit,file_path,line,rule_id,verdict,adjudicator,reason,source,adjudicated_at,provenance,confidence
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,54,ERR33-C,TP,claude-opus,ftell can return -1 and nIn is used unchecked in size math,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,55,ERR07-C,TP,claude-opus,rewind silently discards error indicator rule advisory fires on real call,precision_audit_b15,2026-06-14T16:20:13.561245,b15,low
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,55,MSC24-C,TP,claude,"Live call to rewind() on file handle after fseek/ftell, banned obsolescent function used as written",delta_msc24_task540,2026-08-25T08:40:33.083627,delta_msc24_task540,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,56,INT31-C,TP,claude,"nIn is a `long` from `ftell(in)`, which can return -1 on error; it is used directly in sqlite3_malloc64(nIn+1) with no check that it is non-negative or reasonable before the implicit conversion.",delta_lt1_task548,2026-08-25T09:50:52.751646,delta_lt1_task548,medium
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,57,ERR00-C,FP,claude-opus,fread result nRead is checked at line 59 if(nRead!=1),precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,57,ERR33-C,FP,claude-opus,fread return value is checked at line 59,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,57,EXP34-C,TP,claude,"pBuf = sqlite3_malloc64(nIn+1) is used directly in fread(pBuf,...) at line 57 with no NULL check for OOM failure",delta_exp34_task539,2026-08-25T08:36:46.115695,delta_exp34_task539,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,57,INT31-C,TP,claude-opus,signed long nIn (possibly -1 from ftell) converts to size_t in fread genuine INT31,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,58,ERR00-C,TP,claude-opus,fclose return value at line 58 genuinely ignored,precision_audit_b15,2026-06-14T16:20:13.561245,b15,low
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,58,ERR33-C,TP,claude-opus,fclose return genuinely ignored,precision_audit_b15,2026-06-14T16:20:13.561245,b15,low
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,58,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,61,STR34-C,FP,claude-opus,*pzErr=sqlite3_mprintf pointer assignment not char read no sign extension,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,64,ARR00-C,FP,claude-opus,pBuf at line 64 is not yet freed free is at line 66 (and the line 60 free path returns) no UAF,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,65,EXP34-C,TP,claude-sonnet-5,"readSqlFromFile() does ""pBuf = sqlite3_malloc64(nIn+1);"" at line 56 with no NULL check, then unconditionally writes ""pBuf[nIn] = 0;"" at line 64 and passes pBuf to sqlite3_expert_sql() at line 65 -- an OOM failure of sqlite3_malloc64 is never guarded anywhere in this function, matching the documented unchecked-malloc64 null-deref bug class (cf. the compress.c FN precedent in this project's README).",task1107_delta_exp34_sqlite_b1,2026-09-10T15:35:52.886375Z,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,70,API00-C,TP,task-644-audit,argc is the runtime arg count argc-1 guarded by argc>=2 check at line 80 no overflow,task-644-full-reaudit,2026-08-30T18:38:52.403573,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,72,MSC13-C,TP,claude,"rc=0 in main() is overwritten at line 83 (""rc = sqlite3_open(...)"") with no read in between",msc13_delta_adjudication_0.4.207,2026-08-15T09:38:08.993666,msc13_delta_adjudication_0.4.207,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,78,MSC13-C,TP,claude,"p=0 in main() is overwritten at line 89 (""p = sqlite3_expert_new(...)"") with no read in between",msc13_delta_adjudication_0.4.207,2026-08-15T09:38:08.993666,msc13_delta_adjudication_0.4.207,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,80,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round87,2026-09-08T01:40:37.506072,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,81,INT32-C,FP,claude-opus,argc>=2 guaranteed by line 80 guard so argc-1 cannot underflow/overflow,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,82,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round66,2026-09-08T01:12:31.935123,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,83,FIO42-C,FP,claude-opus,rc is an int return code from sqlite3_open not a file descriptor from open() db closed by destroy/sqlite handling,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,85,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,89,EXP34-C,FP,claude-opus,db assigned by sqlite3_open and rc==SQLITE_OK checked at line 84 before reaching line 89 db non-null,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,91,DCL11-C,TP,claude-opus,if expert_new fails leaving zErr=0 fprintf %s gets NULL which is UB,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,91,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,91,EXP34-C,TP,claude-opus,zErr may remain NULL after expert_new failure passed to fprintf %s UB,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,97,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round22,2026-09-07T23:13:18.119548,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,100,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round18,2026-09-07T22:48:15.736360,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,105,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round24,2026-09-07T23:27:05.063047,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,111,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round46,2026-09-08T00:35:24.285045,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,117,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round83,2026-09-08T01:36:00.463920,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,135,EXP12-C,FP,claude,"Diagnostic/status/help/debug output (CLI message, boot-time log, debug-dump utility, or a report/profiling artifact) with no consequence for the program's own correctness -- if the write/call fails, at most a human observer loses visibility, nothing the program itself depends on. Distinguished from this task's established TP category (config/credential/session persistence data the program later reads back) by whether the program's own core function depends on this specific data's integrity.",delta-adjudication-task757-round5,2026-09-07T18:31:09.358321,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,136,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,136,EXP34-C,TP,claude-opus,sqlite3_expert_report can return 0 (verified bRun/no-stmt/null-field) zCand passed to fprintf %s unguarded,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,142,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round80,2026-09-08T01:32:34.567405,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,144,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,144,INT32-C,FP,claude-opus,loop index i bounded by small nQuery statement count i+1 cannot realistically overflow,precision_audit_b15,2026-06-14T16:20:13.561245,b15,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,145,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,145,EXP34-C,TP,claude-opus,expert_report may return 0 zSql passed to fprintf %s while only zIdx is null-guarded at line 142,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,147,EXP12-C,FP,claude,"Diagnostic/status/help/debug output (CLI message, boot-time log, debug-dump utility, or a report/profiling artifact) with no consequence for the program's own correctness -- if the write/call fails, at most a human observer loses visibility, nothing the program itself depends on. Distinguished from this task's established TP category (config/credential/session persistence data the program later reads back) by whether the program's own core function depends on this specific data's integrity.",delta-adjudication-task757-round6,2026-09-07T19:28:14.378165,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,147,EXP34-C,TP,claude-opus,expert_report may return 0 zEQP passed to fprintf %s unguarded unlike zIdx,precision_audit_b15,2026-06-14T16:20:13.561245,b15,med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,150,EXP12-C,FP,claude-sonnet-5,,delta-adjudication-task757-exp12c-census-sqlite,2026-09-07T21:04:25.003112,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/expert.c,153,EXP34-C,FP,claude-sonnet-5,"sqlite3_expert_destroy(sqlite3expert *p) (sqlite3expert.c:2222) begins with ""if( p ){ ... }"" -- it is explicitly NULL-safe by construction, so passing a possibly-NULL p is harmless.",task1107_delta_exp34_sqlite_b1,2026-09-10T15:35:52.886375Z,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,181,ARR38-C,FP,claude-opus,idxMalloc memset size nByte guarded by assert(nByte>0) and only run when sqlite3_malloc64 returned non-NULL; bounded,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,181,MSC06-C,FP,claude,idxMalloc mallocs+memsets pRet then returns it to the caller so the zeroed buffer escapes the function and is not dead before scope end.,delta_task544,2026-08-25T09:15:39.606859,delta_msc06_task544,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,185,DCL30-C,FP,claude-opus,"idxMalloc returns pRet from sqlite3_malloc64 (heap), not a local automatic; analyzer misreads heap ptr",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,192,MSC06-C,FP,claude,"idxHashInit memsets the caller-owned IdxHash *pHash parameter to initialize it for subsequent use by the caller, not to scrub it before it goes out of scope.",delta_task544,2026-08-25T09:15:39.606859,delta_msc06_task544,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,202,EXP33-C,FP,claude-opus,"pNext assigned at top of for-body (pNext=pEntry->pHashNext) before use; standard list-walk, always init on the live path",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,209,MSC06-C,FP,claude,idxHashClear frees entries then resets the caller-owned *pHash struct to a valid empty state for reuse; pHash persists past this call so the write is not dead.,delta_task544,2026-08-25T09:15:39.606859,delta_msc06_task544,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,220,EXP14-C,FP,,not-narrow-operand: ret/h are declared unsigned int; << operates on an already int-width hash accumulator.,delta-adjudication-task757-r720-weekend,2026-09-11T17:24:00.336334,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,220,EXP34-C,FP,claude-opus,"z is the hash key string; idxHashString iterates only i<n and reads z[i] under caller-supplied n; callers pass valid key/len, not attacker-unbounded",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,220,INT13-C,FP,claude-opus,"ret is unsigned int (declared line 217); the shift is on unsigned, message misidentifies signedness",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,220,INT14-C,FP,claude-opus,"ret unsigned; mixed bitwise/arith is a hash mixing idiom, not a defect",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),low
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,222,INT10-C,FP,claude-opus,modulo operand ret is unsigned int and IDX_HASH_SIZE positive; result well-defined non-negative,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,236,STR34-C,FP,claude-opus,zKey indexed via STRLEN/idxHashString which casts (unsigned char) at line 220; sign-extension not reachable in hash,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,237,STR34-C,FP,claude-opus,same idxHashString path casts to unsigned char before use; no sign-extension defect,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,238,STR34-C,FP,claude-opus,"nVal=STRLEN(zVal) is a length, not a char promotion; STR34 misfire",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,241,ARR30-C,FP,claude,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,2026-08-25T08:22:09.467359,delta_arr30_task537,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,242,EXP34-C,FP,claude-opus,zKey is required non-NULL by contract (callers pass literal/derived keys); memcmp not reached with NULL on add path,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,242,INT31-C,FP,claude-opus,nKey=STRLEN(zKey)>=0 always; conversion to size_t in memcmp is safe non-negative,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,246,INT01-C,FP,,"Flagged only because the literal keyword 'sizeof' contains the substring 'size' -- the checker's size-word text match fires on the keyword itself, not on any variable. The expression is a normal sizeof(...)-based allocation-size computation.",delta-adjudication-task757-r720-weekend,2026-09-11T17:58:53.526617,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,246,INT30-C,FP,claude-opus,"sizeof+(i64)nKey+1+(i64)nVal+1 uses i64 widening; nKey/nVal are bounded string lengths, no wrap reachable",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,249,INT31-C,FP,claude-opus,nKey is a non-negative STRLEN result; memcpy size safe,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,251,STR34-C,FP,claude-opus,"zKey is char* copy target; STR34 misfire on memcpy dest, no char-to-int promotion",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,252,INT31-C,FP,claude-opus,nVal non-negative STRLEN; memcpy size safe,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,254,ARR30-C,FP,claude,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,2026-08-25T08:22:09.467359,delta_arr30_task537,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,255,ARR30-C,FP,claude,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,2026-08-25T08:22:09.467359,delta_arr30_task537,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,267,DCL13-C,FP,claude-opus,"idxHashFind reads pHash only, but const not added to keep helper signature uniform with idxHashAdd family; low-value style, not a memory defect",precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),med
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,270,EXP19-C,TP,claude-sonnet-5,,delta-adjudication-task757-round64,2026-09-08T01:06:35.989943,,
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,273,ARR30-C,FP,claude,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,2026-08-25T08:22:09.467359,delta_arr30_task537,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,274,ARR38-C,FP,claude-opus-5,"[read-only-matched-ptr-len-pair] In idxHashFind (line 267) zKey/nKey is a matched caller pair, normalized at 270 'if( nKey<0 ) nKey = STRLEN(zKey);'; the other operand is length-checked on the same line 274 'if( STRLEN(pEntry->zKey)==nKey && 0==memcmp(pEntry->zKey, zKey, nKey) )'. Read-only, both buffers >= nKey.",delta_arr38_task731,2026-09-03T13:20:20.370365,,high
sqlite,b1a73ba34d05b32007315e4065c6468cc638e3af,ext/expert/sqlite3expert.c,274,EXP34-C,FP,claude-opus,zKey contract non-NULL on find callers (idxHashSearch passes through caller key); not reached with NULL,precision_audit_batch12,2026-06-14T17:15:05.361551+00:00,subagent-review + source-verified (idx26 integrity-gate override),med
