project,codebase_commit,file_path,line,rule_id,verdict,adjudicator,reason,source,adjudicated_at,provenance,confidence
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,66,MEM07-C,FP,claude-sonnet-5,"calloc's built-in overflow check makes this the compliant idiom, not a wrap-around bug",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,69,INT01-C,FP,claude-sonnet-5,"target is utf8_to_wchar_no_alloc -> MultiByteToWideChar, which is not an allocation function",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,73,DCL30-C,FP,claude-sonnet-5,"returns the pointer VALUE held in a local variable (heap memory from calloc), not the address of the local variable itself; not a dangling-s",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,82,DCL04-C,TP,claude-sonnet-5,system_dir and sysnative_dir are declared together in one statement,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,82,ENV01-C,FP,claude-sonnet-5,system_dir/sysnative_dir are populated via GetSystemDirectoryW (WinAPI); no getenv/GetEnvironmentVariable call exists anywhere in this file,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,87,INT01-C,TP,claude-sonnet-5,UINT uSize ultimately feeds calloc's size argument via walloc at line 91,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,89,DCL04-C,TP,claude-sonnet-5,ret and err are declared together in one statement,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,89,MSC13-C,TP,claude-sonnet-5,ret=0 unconditionally overwritten by GetSystemDirectoryW's result before any read,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,low
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,91,INT01-C,TP,claude-sonnet-5,"uSize passed directly to walloc, which calls calloc(uSize, sizeof(wchar_t))",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,92,DCL31-C,FP,claude-sonnet-5,GetSystemDirectoryW is a genuine WinAPI function declared via <Windows.h>,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,94,EXP02-C,FP,claude,`(ret != 0) && ((ret = wchar_to_utf8_no_alloc(...)) == 0)` only attempts the UTF-8 conversion when the preceding wide-char API call actually succeeded; skipping it when `ret == 0` correctly preserves the original failure.,delta-adjudication-exp02c-run248-followup,2026-09-12T19:22:55.400345,,
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,94,INT01-C,FP,claude-sonnet-5,target wchar_to_utf8_no_alloc -> WideCharToMultiByte is not an allocation function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,105,ENV01-C,FP,claude-sonnet-5,static char mui_str[...] has nothing to do with environment variables; no getenv/GetEnvironmentVariable in this file,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,106,ENV01-C,FP,claude-sonnet-5,wchar_t wmui_str[...] likewise unrelated to environment variables,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,108,DCL31-C,FP,claude-sonnet-5,LCIDToLocaleName is a genuine WinAPI function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,109,INT01-C,FP,claude-sonnet-5,target wchar_to_utf8_no_alloc -> WideCharToMultiByte is not an allocation function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,114,ARR00-C,FP,claude-sonnet-5,"mui_str is declared 'static', so it has static storage duration and is not destroyed on return; not a dangling pointer",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,117,DCL05-C,TP,claude-sonnet-5,LPSTR (char*) is a genuine external pointer typedef used as this parameter's type,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,low
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,120,MSC13-C,TP,claude-sonnet-5,err=ERROR_INVALID_DATA is dead on both the early-return path and the normal path (overwritten via GetLastError()),ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,low
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,127,INT01-C,TP,claude-sonnet-5,"nBufferMax feeds walloc -> calloc(nBufferMax, sizeof(wchar_t))",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,128,DCL31-C,FP,claude-sonnet-5,LoadStringW is a genuine WinAPI function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,130,EXP02-C,FP,claude,Same guarded-conversion idiom for `LoadStringU`: conversion only attempted once `LoadStringW` reported a non-zero length.,delta-adjudication-exp02c-run248-followup,2026-09-12T19:22:55.400345,,
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,130,INT01-C,FP,claude-sonnet-5,target wchar_to_utf8_no_alloc -> WideCharToMultiByte is not an allocation function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,150,ENV01-C,FP,claude-sonnet-5,"OpenedLibrariesHandle[MAX_LIBRARY_HANDLES] is an array of library handles, unrelated to environment variables",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,153,PRE02-C,FP,claude-sonnet-5,"CLOSE_OPENED_LIBRARIES expands to a while-loop statement, not an expression; parenthesizing a statement is not meaningful",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,155,INT01-C,FP,claude-sonnet-5,"'char* szLibraryName' is a string-name pointer parameter, not a size value at all; clear misclassification",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,159,EXP19-C,TP,claude-sonnet-5,if (...) goto out; single statement with no braces,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,161,DCL31-C,FP,claude-sonnet-5,MultiByteToWideChar is a genuine WinAPI function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,EXP02-C,FP,claude,`(size <= 1) || ((wszLibraryName = (wchar_t*)calloc(...)) == NULL) || (...)` only allocates the wide-string buffer once the required size is known to be usable.,delta-adjudication-exp02c-run248-followup,2026-09-12T19:22:55.400345,,
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,EXP19-C,TP,claude-sonnet-5,if (multi-line condition) goto out; single statement with no braces,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,INT01-C,TP,claude-sonnet-5,size is passed directly as calloc's size_t nmemb argument,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,INT30-C,FP,claude-sonnet-5,"calloc(size,sizeof(wchar_t)) is the overflow-checked idiom, not a wrap-around bug",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,MEM04-C,FP,claude-sonnet-5,"short-circuit '(size<=1) || (calloc(size,...)==NULL) || ...' guarantees size>1 whenever calloc actually runs; a prior check does exist, just",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,MEM06-C,FP,claude-sonnet-5,generic library-name conversion buffer; no evidence of sensitive-data content,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,162,MEM07-C,FP,claude-sonnet-5,calloc's built-in overflow check makes this the compliant idiom,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,163,DCL31-C,FP,claude-sonnet-5,MultiByteToWideChar is a genuine WinAPI function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,166,EXP19-C,TP,claude-sonnet-5,if ((h=GetModuleHandleW(...))!=NULL) goto out; single statement with no braces,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,173,DCL31-C,FP,claude-sonnet-5,LoadLibraryExW is a genuine WinAPI function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,177,EXP19-C,TP,claude-sonnet-5,if (...) h=LoadLibraryW(...); single statement with no braces,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,177,PRE31-C,FP,claude,"SCODE_CODE is the standard Win32 winerror.h bitmask macro ((sc) & 0xFFFF); single evaluation, no hazard",delta-adjudication-pre31c-run250-crossfile-fix,2026-09-12T09:24:56.472645,,
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,178,WIN00-C,TP,claude-sonnet-5,fallback path calls bare LoadLibraryW(wszLibraryName) with default DLL search order after the safe LoadLibraryExW call fails; genuine DLL-hi,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,179,EXP19-C,TP,claude-sonnet-5,if (h!=NULL) ...; else ...; both single statements with no braces,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,182,EXP34-C,FP,claude-sonnet-5,"wszLibraryName is guaranteed non-NULL here; every NULL/failure path (bad input, size<=1, calloc failure, conversion mismatch) 'goto out's ea",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,188,PRE01-C,FP,claude-sonnet-5,"'api' is a calling-convention specifier (e.g. WINAPI) inside a function-pointer type declaration, not a value expression; parenthesizing it ",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,188,PRE05-C,TP,claude-sonnet-5,PF_TYPE token-pastes proc##_t directly with no indirection layer,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,189,PRE00-C,FP,claude-sonnet-5,PF_DECL purely declares a static variable via pf##proc token-paste; the synthesized identifier itself makes an inline-function replacement i,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,189,PRE12-C,FP,claude-sonnet-5,"'proc' is never evaluated as a value in PF_DECL; only used in token-paste (proc##_t, pf##proc)",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,190,PRE00-C,FP,claude-sonnet-5,PF_TYPE_DECL combines a typedef and a static declaration; not expressible as an inline function,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,190,PRE12-C,FP,claude-sonnet-5,"'proc' is only used in token-paste/typedef within PF_TYPE_DECL, never evaluated",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,191,PRE00-C,FP,claude-sonnet-5,PF_INIT assigns into an identifier synthesized via pf##proc; cannot be a plain inline function without changing the whole calling convention,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,191,PRE05-C,TP,claude-sonnet-5,PF_INIT token-pastes pf##proc/proc##_t directly with no indirection layer,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,191,PRE12-C,FP,claude-sonnet-5,"'proc' in PF_INIT is only pasted/stringified (pf##proc, proc##_t, #proc), never evaluated as a value",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,191,WIN04-C,TP,claude-sonnet-5,PF_INIT assigns a GetProcAddress() result into a persistent static function pointer (pf##proc) with no EncodePointer/DecodePointer anywhere ,ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,high
ventoy,7cbdc5cf69935bcf1f085ae67f40e70ea7e74bae,Ventoy2Disk/Ventoy2Disk/AlertSuppress.c,193,PRE00-C,FP,claude-sonnet-5,"PF_INIT_OR_OUT contains 'goto out', jumping to a label in the caller's function; structurally impossible to express as an inline function",ventoy-oracle-build-task1134-r720-20260914,2026-09-14T15:03:07.205857,,medium
